device_type,hour,current_watts,avg_watts,rolling_avg,volatility,trend,label
Secadora,21,12500.0,2500,2500.0,50.0,0.0,18
Calefactor,2,1516.93,1500,1516.93,30.0,1.18,0
Computadora,10,86.56,300,86.56,6.0,-4.26,0
Router,3,60.0,12,12.0,0.24,0.0,18
Lavadora,6,500.0,500,500.0,10.0,0.0,0
Lavadora,12,500.0,500,500.0,10.0,0.0,0
Mini Refrigerador,14,81.14,80,81.14,1.6,2.56,0
Laptop,23,325.0,65,65.0,1.3,0.0,18
Refrigerador,13,145.13,150,145.13,3.0,0.46,0
Aire Acondicionado,4,1155.67,1200,1155.67,24.0,-1.8,0
Microondas,9,1000.0,1000,1000.0,20.0,0.0,0
Aire Acondicionado,14,1912.06,1200,1912.06,24.0,0.84,4
Laptop,18,69.48,65,69.48,1.3,3.64,0
Calefactor,22,1465.3,1500,1465.3,30.0,0.38,0
Televisor,11,119.24,120,119.24,2.4,3.98,0
Horno,18,2200.0,2200,2200.0,44.0,0.0,0
Televisor,14,120.0,120,120.0,2.4,0.0,0
Router,7,12.0,12,12.0,0.24,0.0,0
Secadora,2,2358.53,2500,2358.53,50.0,-3.25,0
Horno,12,2200.0,2200,2200.0,44.0,0.0,0
Refrigerador,20,153.92,150,153.92,3.0,2.34,0
Laptop,6,63.31,65,63.31,1.3,3.1,0
Mini Refrigerador,8,72.27,80,72.27,1.6,2.58,0
Mini Refrigerador,12,80.0,80,80.0,1.6,0.0,0
Horno,12,2396.65,2200,2396.65,44.0,-2.25,0
Televisor,1,120.0,120,120.0,2.4,0.0,0
Mini Refrigerador,1,77.6,80,77.6,1.6,3.06,0
Microondas,1,1061.5,1000,1061.5,20.0,-2.93,0
Aire Acondicionado,6,1140.84,1200,1140.84,24.0,-4.72,0
Lavadora,8,2500.0,500,500.0,10.0,0.0,18
Televisor,11,120.0,120,120.0,2.4,0.0,0
Horno,1,2200.0,2200,2200.0,44.0,0.0,0
Mini Refrigerador,3,80.0,80,80.0,1.6,0.0,0
Microondas,4,1000.0,1000,1000.0,20.0,0.0,0
Microondas,13,1055.32,1000,1055.32,20.0,4.53,0
Microondas,4,1000.0,1000,1000.0,20.0,0.0,0
Laptop,23,64.93,65,64.93,1.3,-2.47,0
Lavadora,17,501.07,500,501.07,10.0,-1.29,0
Secadora,6,2546.29,2500,2546.29,50.0,-4.93,0
Horno,22,2200.0,2200,2200.0,44.0,0.0,0
Aire Acondicionado,12,1233.18,1200,1233.18,24.0,-1.92,0
Televisor,7,129.69,120,129.69,2.4,0.88,0
Microondas,17,1000.0,1000,1000.0,20.0,0.0,0
Router,9,12.0,12,12.0,0.24,0.0,0
Calefactor,16,1410.06,1500,1410.06,30.0,-0.15,0
Refrigerador,9,155.65,150,155.65,3.0,3.91,0
Lavadora,20,546.33,500,546.33,10.0,2.42,0
Router,10,12.0,12,12.0,0.24,0.0,0
Refrigerador,17,164.81,150,164.81,3.0,1.1,0
Microondas,20,1000.0,1000,1000.0,20.0,0.0,0
Horno,14,2348.8,2200,2348.8,44.0,4.55,0
Luces,7,62.89,60,62.89,1.2,2.96,0
Luces,6,63.35,60,63.35,1.2,-2.54,0
Televisor,19,120.0,120,120.0,2.4,0.0,0
Secadora,18,2436.52,2500,2436.52,50.0,1.38,0
Refrigerador,13,240.0,150,150.0,3.0,0.0,1
Laptop,9,325.0,65,65.0,1.3,0.0,18
Televisor,9,120.0,120,120.0,2.4,0.0,0
Horno,4,1980.61,2200,1980.61,44.0,-3.89,0
Mini Refrigerador,4,86.97,80,86.97,1.6,-2.43,0
Refrigerador,14,135.29,150,135.29,3.0,2.19,0
Aire Acondicionado,5,1236.25,1200,1236.25,24.0,2.53,0
Luces,10,60.98,60,60.98,1.2,2.96,0
Secadora,3,2596.95,2500,2596.95,50.0,4.1,0
Lavadora,16,500.0,500,500.0,10.0,0.0,0
Microondas,1,950.53,1000,950.53,20.0,0.74,0
Luces,4,61.36,60,61.36,1.2,-0.7,0
Horno,0,2101.84,2200,2101.84,44.0,-1.93,0
Computadora,15,300.0,300,300.0,6.0,0.0,0
Router,11,12.86,12,12.86,0.24,0.54,0
Luces,12,60.0,60,60.0,1.2,0.0,0
Lavadora,5,467.19,500,467.19,10.0,-3.57,0
Refrigerador,12,136.11,150,136.11,3.0,4.61,0
Luces,22,55.82,60,55.82,1.2,0.13,0
Microondas,21,5000.0,1000,1000.0,20.0,0.0,18
Router,14,12.0,12,12.0,0.24,0.0,0
Computadora,4,360.0,300,300.0,0.1,0.0,7
Televisor,7,113.67,120,113.67,2.4,-2.58,0
Router,1,11.67,12,11.67,0.24,3.62,0
Computadora,13,286.26,300,286.26,6.0,-3.65,0
Secadora,10,2533.06,2500,2533.06,50.0,-4.58,0
Refrigerador,10,240.0,150,150.0,3.0,0.0,1
Laptop,10,65.0,65,65.0,1.3,0.0,0
Laptop,22,59.36,65,59.36,1.3,4.65,0
Luces,4,62.17,60,62.17,1.2,-1.99,0
Refrigerador,3,240.0,150,150.0,3.0,0.0,1
Lavadora,10,484.43,500,484.43,10.0,-0.08,0
Computadora,7,293.6,300,293.6,6.0,3.4,0
Mini Refrigerador,4,80.0,80,80.0,1.6,0.0,0
Mini Refrigerador,5,80.03,80,80.03,1.6,2.02,0
Computadora,1,300.0,300,300.0,6.0,0.0,17
Televisor,20,600.0,120,120.0,2.4,0.0,18
Calefactor,17,1465.06,1500,1465.06,30.0,1.83,0
Calefactor,21,1443.56,1500,1443.56,30.0,4.82,0
Luces,15,60.0,60,60.0,1.2,0.0,0
Laptop,19,65.0,65,65.0,1.3,0.0,0
Luces,3,300.0,60,60.0,1.2,0.0,18
Computadora,9,360.0,300,300.0,0.1,0.0,7
Lavadora,5,500.0,500,500.0,10.0,0.0,0
Secadora,8,2500.0,2500,2500.0,50.0,0.0,0
Aire Acondicionado,19,1093.8,1200,1093.8,24.0,4.2,0
Mini Refrigerador,20,80.0,80,80.0,1.6,0.0,0
Router,10,12.0,12,12.0,0.24,0.0,0
Secadora,2,2391.41,2500,2391.41,50.0,1.84,0
Microondas,3,904.85,1000,904.85,20.0,-1.39,0
Horno,13,2324.6,2200,2324.6,44.0,2.9,0
Lavadora,21,511.49,500,511.49,10.0,0.76,0
Refrigerador,9,240.0,150,150.0,3.0,0.0,1
Aire Acondicionado,3,1106.0,1200,1106.0,24.0,1.78,0
Microondas,3,1094.36,1000,1094.36,20.0,4.35,0
Televisor,0,120.0,120,120.0,2.4,0.0,0
Laptop,14,325.0,65,65.0,1.3,0.0,18
Secadora,20,2500.0,2500,2500.0,50.0,0.0,0
Lavadora,15,493.81,500,493.81,10.0,3.94,0
Refrigerador,1,161.27,150,161.27,3.0,-4.65,0
Refrigerador,23,135.61,150,135.61,3.0,1.18,0
Luces,10,54.94,60,54.94,1.2,4.32,0
Luces,17,63.38,60,63.38,1.2,1.05,0
Luces,8,60.0,60,60.0,1.2,0.0,0
Luces,3,55.85,60,55.85,1.2,2.31,0
Router,6,12.0,12,12.0,0.24,0.0,0
Refrigerador,14,161.75,150,161.75,3.0,-4.16,0
Televisor,22,120.0,120,120.0,2.4,0.0,0
Laptop,0,62.61,65,62.61,1.3,3.13,0
Microondas,6,1090.57,1000,1090.57,20.0,0.39,0
Mini Refrigerador,15,86.81,80,86.81,1.6,-2.77,0
Microondas,21,1012.42,1000,1012.42,20.0,-4.14,0
Router,20,12.59,12,12.59,0.24,-4.92,0
Laptop,19,65.0,65,65.0,1.3,0.0,0
Microondas,20,1075.83,1000,1075.83,20.0,3.98,0
Microondas,17,999.89,1000,999.89,20.0,-0.49,0
Computadora,20,360.0,300,300.0,0.1,0.0,7
Horno,15,2065.97,2200,2065.97,44.0,2.81,0
Luces,9,60.0,60,60.0,1.2,0.0,0
Luces,17,63.66,60,63.66,1.2,0.71,0
Aire Acondicionado,16,1203.99,1200,1203.99,24.0,-2.85,0
Lavadora,7,497.73,500,497.73,10.0,-4.95,0
Luces,9,54.27,60,54.27,1.2,3.99,0
Lavadora,22,532.66,500,532.66,10.0,2.21,0
Refrigerador,7,144.07,150,144.07,3.0,-0.62,0
Calefactor,8,7500.0,1500,1500.0,30.0,0.0,18
Laptop,17,325.0,65,65.0,1.3,0.0,18
Luces,4,56.35,60,56.35,1.2,-1.84,0
Luces,13,60.0,60,60.0,1.2,0.0,0
Refrigerador,4,157.26,150,157.26,3.0,0.66,0
Luces,13,55.18,60,55.18,1.2,0.11,0
Router,12,12.0,12,12.0,0.24,0.0,0
Secadora,20,2433.83,2500,2433.83,50.0,-2.26,0
Refrigerador,11,163.15,150,163.15,3.0,-3.07,0
Router,20,13.08,12,13.08,0.24,2.29,0
Lavadora,1,500.0,500,500.0,10.0,0.0,0
Horno,7,2200.0,2200,2200.0,44.0,0.0,0
Laptop,22,62.22,65,62.22,1.3,3.14,0
Televisor,18,127.05,120,127.05,2.4,-1.97,0
Luces,23,60.0,60,60.0,1.2,0.0,0
Laptop,5,65.0,65,65.0,1.3,0.0,0
Router,2,12.0,12,12.0,0.24,0.0,0
Microondas,4,996.41,1000,996.41,20.0,-1.55,0
Luces,7,300.0,60,60.0,1.2,0.0,18
Router,8,10.94,12,10.94,0.24,-4.73,0
Refrigerador,1,151.81,150,151.81,3.0,-3.75,0
Mini Refrigerador,21,84.53,80,84.53,1.6,-0.98,0
Televisor,21,600.0,120,120.0,2.4,0.0,18
Secadora,18,2500.0,2500,2500.0,50.0,0.0,0
Refrigerador,15,145.63,150,145.63,3.0,-0.3,0
Refrigerador,15,148.97,150,148.97,3.0,-4.27,0
Refrigerador,19,159.27,150,159.27,3.0,-1.53,0
Router,18,12.0,12,12.0,0.24,0.0,0
Computadora,11,300.0,300,300.0,6.0,0.0,0
Calefactor,13,1500.0,1500,1500.0,30.0,0.0,0
Mini Refrigerador,15,400.0,80,80.0,1.6,0.0,18
Microondas,2,1000.0,1000,1000.0,20.0,0.0,0
Secadora,14,2500.0,2500,2500.0,50.0,0.0,0
Mini Refrigerador,19,80.0,80,80.0,1.6,0.0,0
Secadora,17,2500.0,2500,2500.0,50.0,0.0,0
Microondas,19,1000.0,1000,1000.0,20.0,0.0,0
Microondas,6,1000.0,1000,1000.0,20.0,0.0,0
Refrigerador,2,240.0,150,150.0,3.0,0.0,1
Aire Acondicionado,20,1645.91,1200,1645.91,24.0,0.28,4
Router,8,12.93,12,12.93,0.24,-0.36,0
Luces,9,59.34,60,59.34,1.2,2.75,0
Calefactor,16,1470.2,1500,1470.2,30.0,-3.0,0
Luces,15,60.0,60,60.0,1.2,0.0,0
Router,8,10.88,12,10.88,0.24,1.58,0
Lavadora,13,460.55,500,460.55,10.0,-1.0,0
Laptop,18,65.0,65,65.0,1.3,0.0,0
Aire Acondicionado,4,1106.01,1200,1106.01,24.0,0.22,0
Microondas,21,1000.0,1000,1000.0,20.0,0.0,0
Calefactor,18,1442.98,1500,1442.98,30.0,-0.61,0
Router,5,11.99,12,11.99,0.24,4.98,0
Luces,5,62.26,60,62.26,1.2,-4.65,0
Luces,14,61.7,60,61.7,1.2,3.24,0
Router,15,11.97,12,11.97,0.24,0.73,0
Secadora,18,2607.66,2500,2607.66,50.0,0.39,0
Luces,6,60.0,60,60.0,1.2,0.0,0
Laptop,15,67.58,65,67.58,1.3,-4.73,0
Mini Refrigerador,20,73.67,80,73.67,1.6,4.44,0
Calefactor,4,1437.52,1500,1437.52,30.0,3.51,0
Calefactor,1,1500.0,1500,1500.0,30.0,0.0,0
Laptop,1,60.03,65,60.03,1.3,2.42,0
Secadora,16,2500.0,2500,2500.0,50.0,0.0,0
Laptop,19,65.0,65,65.0,1.3,0.0,0
Computadora,10,277.61,300,277.61,6.0,-3.19,0
Refrigerador,4,136.41,150,136.41,3.0,-4.83,0
Laptop,14,65.0,65,65.0,1.3,0.0,0
Horno,10,11000.0,2200,2200.0,44.0,0.0,18
Mini Refrigerador,5,80.0,80,80.0,1.6,0.0,0
Microondas,20,1000.0,1000,1000.0,20.0,0.0,0
Televisor,23,116.37,120,116.37,2.4,-0.35,0
Refrigerador,16,152.15,150,152.15,3.0,-3.28,0
Computadora,4,3.0,300,3.0,6.0,0.84,0
Televisor,5,600.0,120,120.0,2.4,0.0,18
Computadora,23,315.36,300,315.36,6.0,2.6,0
Luces,15,60.0,60,60.0,1.2,0.0,0
Horno,0,2111.86,2200,2111.86,44.0,3.49,0
Televisor,21,113.42,120,113.42,2.4,0.06,0
Router,21,13.13,12,13.13,0.24,-0.41,0
Refrigerador,15,240.0,150,150.0,3.0,0.0,1
Calefactor,19,1391.03,1500,1391.03,30.0,-0.09,0
Luces,4,60.22,60,60.22,1.2,3.58,0
Microondas,18,1000.0,1000,1000.0,20.0,0.0,0
Lavadora,4,2500.0,500,500.0,10.0,0.0,18
Aire Acondicionado,9,1211.48,1200,1211.48,24.0,-4.19,0
Televisor,21,125.9,120,125.9,2.4,-2.83,0
Router,20,60.0,12,12.0,0.24,0.0,18
Computadora,7,319.05,300,319.05,6.0,-0.17,0
Laptop,16,325.0,65,65.0,1.3,0.0,18
Televisor,12,123.71,120,123.71,2.4,-3.68,0
Router,10,12.0,12,12.0,0.24,0.0,0
Router,6,11.67,12,11.67,0.24,-3.23,0
Lavadora,23,517.15,500,517.15,10.0,0.58,0
Secadora,22,2622.44,2500,2622.44,50.0,4.25,0
Calefactor,3,1532.52,1500,1532.52,30.0,-0.7,0
Refrigerador,20,240.0,150,150.0,3.0,0.0,1
Computadora,15,271.45,300,271.45,6.0,-0.1,0
Luces,0,60.0,60,60.0,1.2,0.0,0
Mini Refrigerador,8,80.0,80,80.0,1.6,0.0,0
Secadora,5,2387.58,2500,2387.58,50.0,-1.92,0
Microondas,8,1069.64,1000,1069.64,20.0,1.57,0
Luces,20,60.83,60,60.83,1.2,4.38,0
Calefactor,17,1471.32,1500,1471.32,30.0,-0.48,0
Calefactor,21,1568.91,1500,1568.91,30.0,3.59,0
Luces,22,61.62,60,61.62,1.2,3.2,0
Mini Refrigerador,0,78.56,80,78.56,1.6,2.69,0
Lavadora,20,451.59,500,451.59,10.0,4.93,0
Horno,14,2378.4,2200,2378.4,44.0,-3.67,0
Televisor,18,120.44,120,120.44,2.4,3.11,0
Horno,7,2156.48,2200,2156.48,44.0,-2.6,0
Mini Refrigerador,0,84.69,80,84.69,1.6,1.81,0
Laptop,2,65.82,65,65.82,1.3,0.68,0
Horno,13,2197.38,2200,2197.38,44.0,-1.17,0
Horno,16,2200.0,2200,2200.0,44.0,0.0,0
Secadora,2,2598.83,2500,2598.83,50.0,2.96,0
Refrigerador,12,154.81,150,154.81,3.0,-1.73,0
Calefactor,18,1526.49,1500,1526.49,30.0,2.36,0
Aire Acondicionado,10,1260.94,1200,1260.94,24.0,0.55,0
Laptop,20,61.23,65,61.23,1.3,-0.31,0
Televisor,4,3.0,120,3.0,2.4,4.44,0
Televisor,20,120.0,120,120.0,2.4,0.0,0
Computadora,23,300.67,300,300.67,6.0,3.31,0
Microondas,22,964.94,1000,964.94,20.0,-4.67,0
Aire Acondicionado,1,2049.69,1200,2049.69,24.0,-1.47,4
Aire Acondicionado,0,1207.25,1200,1207.25,24.0,4.65,0
Calefactor,4,1478.82,1500,1478.82,30.0,3.62,0
Computadora,22,300.0,300,300.0,6.0,0.0,0
Router,2,11.93,12,11.93,0.24,3.95,0
Secadora,6,2414.75,2500,2414.75,50.0,-3.16,0
Microondas,7,926.58,1000,926.58,20.0,1.38,0
Televisor,2,3.0,120,3.0,2.4,3.26,0
Microondas,10,1024.88,1000,1024.88,20.0,3.11,0
Router,17,60.0,12,12.0,0.24,0.0,18
Aire Acondicionado,3,1088.84,1200,1088.84,24.0,0.36,0
Lavadora,14,500.0,500,500.0,10.0,0.0,0
Horno,6,2048.39,2200,2048.39,44.0,-4.09,0
Luces,0,54.44,60,54.44,1.2,-1.47,0
Calefactor,13,1617.98,1500,1617.98,30.0,-4.21,0
Televisor,23,114.03,120,114.03,2.4,-0.2,0
Refrigerador,15,139.98,150,139.98,3.0,-4.82,0
Laptop,4,69.63,65,69.63,1.3,-1.71,0
Calefactor,1,1500.0,1500,1500.0,30.0,0.0,0
Mini Refrigerador,4,84.49,80,84.49,1.6,0.06,0
Televisor,9,600.0,120,120.0,2.4,0.0,18
Microondas,15,1000.0,1000,1000.0,20.0,0.0,0
Computadora,21,63.81,300,63.81,6.0,-2.6,0
Televisor,7,120.0,120,120.0,2.4,0.0,0
Lavadora,12,500.0,500,500.0,10.0,0.0,0
Computadora,10,300.0,300,300.0,6.0,0.0,0
Mini Refrigerador,18,81.95,80,81.95,1.6,3.29,0
Refrigerador,6,152.75,150,152.75,3.0,4.35,0
Router,5,12.0,12,12.0,0.24,0.0,0
Router,6,12.0,12,12.0,0.24,0.0,0
Calefactor,5,1500.0,1500,1500.0,30.0,0.0,0
Calefactor,15,1500.0,1500,1500.0,30.0,0.0,0
Router,2,12.06,12,12.06,0.24,4.33,0
Aire Acondicionado,22,1242.41,1200,1242.41,24.0,3.37,0
Calefactor,23,1501.36,1500,1501.36,30.0,2.35,0
Refrigerador,6,148.48,150,148.48,3.0,-3.47,0
Laptop,20,67.91,65,67.91,1.3,-0.84,0
Lavadora,20,500.0,500,500.0,10.0,0.0,0
Laptop,11,65.0,65,65.0,1.3,0.0,0
Computadora,19,360.0,300,300.0,0.1,0.0,7
Laptop,12,60.33,65,60.33,1.3,-4.0,0
Mini Refrigerador,12,80.0,80,80.0,1.6,0.0,0
Secadora,12,12500.0,2500,2500.0,50.0,0.0,18
Televisor,21,120.0,120,120.0,2.4,0.0,0
Aire Acondicionado,15,1604.28,1200,1604.28,24.0,0.31,4
Refrigerador,23,240.0,150,150.0,3.0,0.0,1
Refrigerador,15,240.0,150,150.0,3.0,0.0,1
Microondas,19,1000.0,1000,1000.0,20.0,0.0,0
Router,10,12.48,12,12.48,0.24,-2.48,0
Aire Acondicionado,13,1800.0,1200,1200.0,24.0,40.0,3
Luces,13,61.66,60,61.66,1.2,3.1,0
Secadora,15,2251.01,2500,2251.01,50.0,-2.34,0
Televisor,23,130.79,120,130.79,2.4,-1.6,0
Laptop,16,325.0,65,65.0,1.3,0.0,18
Lavadora,17,2500.0,500,500.0,10.0,0.0,18
Secadora,12,2500.0,2500,2500.0,50.0,0.0,0
Aire Acondicionado,5,1800.0,1200,1200.0,24.0,40.0,3
Computadora,8,300.14,300,300.14,6.0,2.63,0
Microondas,5,1000.0,1000,1000.0,20.0,0.0,0
Router,22,60.0,12,12.0,0.24,0.0,18
Computadora,10,82.21,300,82.21,6.0,0.7,0
Router,15,60.0,12,12.0,0.24,0.0,18
Televisor,13,116.7,120,116.7,2.4,3.9,0
Calefactor,14,1392.22,1500,1392.22,30.0,-0.4,0
Calefactor,22,1500.0,1500,1500.0,30.0,0.0,0
Laptop,20,66.82,65,66.82,1.3,-0.6,0
Mini Refrigerador,2,80.0,80,80.0,1.6,0.0,0
Laptop,11,62.28,65,62.28,1.3,-4.84,0
Laptop,16,63.82,65,63.82,1.3,-2.2,0
Mini Refrigerador,3,84.35,80,84.35,1.6,4.11,0
Horno,10,2213.17,2200,2213.17,44.0,3.47,0
Secadora,6,12500.0,2500,2500.0,50.0,0.0,18
Refrigerador,3,140.83,150,140.83,3.0,3.37,0
Computadora,12,290.97,300,290.97,6.0,-3.76,0
Mini Refrigerador,9,74.86,80,74.86,1.6,2.47,0
Refrigerador,7,240.0,150,150.0,3.0,0.0,1
Calefactor,17,1623.13,1500,1623.13,30.0,4.93,0
Microondas,0,937.0,1000,937.0,20.0,2.83,0
Lavadora,14,549.03,500,549.03,10.0,-0.74,0
Calefactor,21,1500.0,1500,1500.0,30.0,0.0,0
Microondas,6,1044.62,1000,1044.62,20.0,1.85,0
Laptop,12,65.0,65,65.0,1.3,0.0,0
Mini Refrigerador,6,74.3,80,74.3,1.6,3.03,0
Computadora,19,276.09,300,276.09,6.0,-4.28,0
Microondas,11,964.77,1000,964.77,20.0,-3.53,0
Refrigerador,6,240.0,150,150.0,3.0,0.0,1
Televisor,21,116.85,120,116.85,2.4,4.74,0
Router,22,12.0,12,12.0,0.24,0.0,0
Aire Acondicionado,1,2066.48,1200,2066.48,24.0,0.77,4
Computadora,6,3.0,300,3.0,6.0,0.01,0
Router,9,11.89,12,11.89,0.24,1.95,0
Televisor,15,120.0,120,120.0,2.4,0.0,0
Computadora,13,360.0,300,300.0,0.1,0.0,7
Computadora,4,3.0,300,3.0,6.0,3.61,0
Secadora,23,2413.9,2500,2413.9,50.0,3.74,0
Computadora,8,300.0,300,300.0,6.0,0.0,0
Luces,13,60.0,60,60.0,1.2,0.0,0
Calefactor,5,7500.0,1500,1500.0,30.0,0.0,18
Calefactor,6,1647.36,1500,1647.36,30.0,0.35,0
Refrigerador,19,240.0,150,150.0,3.0,0.0,1
Secadora,16,2388.4,2500,2388.4,50.0,-4.75,0
Lavadora,17,470.21,500,470.21,10.0,-3.42,0
Aire Acondicionado,6,1688.09,1200,1688.09,24.0,1.8,4
Microondas,17,962.04,1000,962.04,20.0,4.7,0
Laptop,18,65.78,65,65.78,1.3,1.25,0
Router,22,12.0,12,12.0,0.24,0.0,0
Laptop,14,64.88,65,64.88,1.3,1.12,0
Refrigerador,18,240.0,150,150.0,3.0,0.0,1
Router,21,12.97,12,12.97,0.24,4.75,0
Luces,4,60.0,60,60.0,1.2,0.0,0
Calefactor,2,1539.81,1500,1539.81,30.0,-4.87,0
Luces,6,65.71,60,65.71,1.2,-3.04,0
Computadora,17,323.63,300,323.63,6.0,-2.1,0
Router,9,12.97,12,12.97,0.24,-2.41,0
Mini Refrigerador,9,80.0,80,80.0,1.6,0.0,0
Laptop,21,71.13,65,71.13,1.3,1.69,0
Mini Refrigerador,4,74.55,80,74.55,1.6,1.83,0
Secadora,9,2500.0,2500,2500.0,50.0,0.0,0
Refrigerador,11,156.15,150,156.15,3.0,-2.2,0
Microondas,13,901.44,1000,901.44,20.0,-2.55,0
Secadora,18,2500.0,2500,2500.0,50.0,0.0,0
Televisor,9,131.69,120,131.69,2.4,-1.34,0
Televisor,22,108.8,120,108.8,2.4,-3.33,0
Refrigerador,21,157.37,150,157.37,3.0,2.3,0
Refrigerador,11,151.3,150,151.3,3.0,4.69,0
Router,16,60.0,12,12.0,0.24,0.0,18
Secadora,0,12500.0,2500,2500.0,50.0,0.0,18
Microondas,20,1000.0,1000,1000.0,20.0,0.0,0
Televisor,15,120.0,120,120.0,2.4,0.0,0
Horno,0,2385.77,2200,2385.77,44.0,4.75,0
Televisor,20,108.02,120,108.02,2.4,0.09,0
Lavadora,12,465.68,500,465.68,10.0,-0.66,0
Lavadora,12,500.0,500,500.0,10.0,0.0,0
Horno,0,2375.42,2200,2375.42,44.0,-0.4,0
Microondas,19,1000.0,1000,1000.0,20.0,0.0,0
Aire Acondicionado,0,1301.63,1200,1301.63,24.0,-2.46,0
Lavadora,23,485.84,500,485.84,10.0,-1.24,0
Secadora,21,2427.09,2500,2427.09,50.0,-2.43,0
Computadora,0,73.31,300,73.31,6.0,-2.47,0
Calefactor,23,1500.0,1500,1500.0,30.0,0.0,0
Aire Acondicionado,23,1858.44,1200,1858.44,24.0,-0.82,4
Laptop,12,64.66,65,64.66,1.3,0.6,0
Refrigerador,18,240.0,150,150.0,3.0,0.0,1
Secadora,5,2723.59,2500,2723.59,50.0,-0.87,0
Lavadora,15,500.0,500,500.0,10.0,0.0,0
Lavadora,21,537.93,500,537.93,10.0,-3.44,0
Laptop,11,63.24,65,63.24,1.3,-3.78,0
Router,8,12.0,12,12.0,0.24,0.0,0
Refrigerador,9,136.72,150,136.72,3.0,2.5,0
Calefactor,5,7500.0,1500,1500.0,30.0,0.0,18
Computadora,19,360.0,300,300.0,0.1,0.0,7
Horno,19,2200.0,2200,2200.0,44.0,0.0,0
Router,3,12.05,12,12.05,0.24,-3.8,0
Calefactor,10,1500.0,1500,1500.0,30.0,0.0,0
Lavadora,0,487.99,500,487.99,10.0,-3.06,0
Laptop,5,70.39,65,70.39,1.3,0.4,0
Computadora,4,360.0,300,300.0,0.1,0.0,7
Computadora,21,63.59,300,63.59,6.0,-2.84,0
Horno,14,2310.28,2200,2310.28,44.0,-4.97,0
Microondas,18,938.31,1000,938.31,20.0,-1.8,0
Aire Acondicionado,7,1221.53,1200,1221.53,24.0,-2.89,0
Router,12,11.27,12,11.27,0.24,-1.58,0
Microondas,17,1000.0,1000,1000.0,20.0,0.0,0
Laptop,19,65.0,65,65.0,1.3,0.0,0
Aire Acondicionado,21,1590.83,1200,1590.83,24.0,1.51,4
Calefactor,2,1630.28,1500,1630.28,30.0,-2.24,0
Laptop,20,325.0,65,65.0,1.3,0.0,18
Lavadora,13,541.0,500,541.0,10.0,-1.41,0
Aire Acondicionado,12,2130.29,1200,2130.29,24.0,0.37,4
Aire Acondicionado,2,1281.87,1200,1281.87,24.0,-4.88,0
Laptop,19,65.0,65,65.0,1.3,0.0,0
Microondas,20,1000.0,1000,1000.0,20.0,0.0,0
Secadora,13,2500.0,2500,2500.0,50.0,0.0,0
Microondas,13,1000.0,1000,1000.0,20.0,0.0,0
Calefactor,15,1500.0,1500,1500.0,30.0,0.0,0
Calefactor,1,1498.12,1500,1498.12,30.0,-4.5,0
Horno,16,2408.66,2200,2408.66,44.0,-3.6,0
Microondas,11,1014.25,1000,1014.25,20.0,1.26,0
Mini Refrigerador,14,86.33,80,86.33,1.6,2.11,0
Microondas,19,1009.59,1000,1009.59,20.0,4.83,0
Luces,11,60.29,60,60.29,1.2,-3.62,0
Televisor,5,3.0,120,3.0,2.4,-1.3,0
Horno,11,2200.0,2200,2200.0,44.0,0.0,0
Refrigerador,7,240.0,150,150.0,3.0,0.0,1
Refrigerador,18,240.0,150,150.0,3.0,0.0,1
Horno,19,2262.5,2200,2262.5,44.0,-3.9,0
Televisor,15,120.78,120,120.78,2.4,-0.36,0
Router,18,12.9,12,12.9,0.24,1.17,0
Laptop,2,65.0,65,65.0,1.3,0.0,0
Mini Refrigerador,16,76.11,80,76.11,1.6,-4.1,0
Microondas,10,1045.19,1000,1045.19,20.0,4.79,0
Computadora,6,3.0,300,3.0,6.0,2.37,0
Refrigerador,16,160.68,150,160.68,3.0,-2.78,0
Laptop,13,65.0,65,65.0,1.3,0.0,0
Mini Refrigerador,22,77.69,80,77.69,1.6,-2.27,0
Mini Refrigerador,23,84.42,80,84.42,1.6,1.53,0
Computadora,1,3.0,300,3.0,6.0,0.17,0
Computadora,16,300.0,300,300.0,6.0,0.0,0
Computadora,3,3.0,300,3.0,6.0,1.78,0
Aire Acondicionado,9,1800.0,1200,1200.0,24.0,40.0,3
Luces,6,64.44,60,64.44,1.2,4.88,0
Mini Refrigerador,3,84.54,80,84.54,1.6,2.5,0
Calefactor,7,1500.0,1500,1500.0,30.0,0.0,0
Microondas,19,944.88,1000,944.88,20.0,2.48,0
Computadora,7,284.84,300,284.84,6.0,-2.69,0
Televisor,14,126.56,120,126.56,2.4,3.34,0
Router,21,12.0,12,12.0,0.24,0.0,0
Luces,7,60.0,60,60.0,1.2,0.0,0
Router,11,11.66,12,11.66,0.24,2.05,0
Calefactor,18,1469.26,1500,1469.26,30.0,-1.73,0
Calefactor,15,1500.0,1500,1500.0,30.0,0.0,0
Computadora,12,63.47,300,63.47,6.0,-1.55,0
Calefactor,7,1547.92,1500,1547.92,30.0,2.77,0
Laptop,18,65.68,65,65.68,1.3,2.93,0
Mini Refrigerador,3,80.0,80,80.0,1.6,0.0,0
Luces,5,55.33,60,55.33,1.2,-1.62,0
Refrigerador,9,240.0,150,150.0,3.0,0.0,1
Router,17,10.92,12,10.92,0.24,1.99,0
Aire Acondicionado,14,1870.74,1200,1870.74,24.0,-0.88,4
Microondas,14,1065.57,1000,1065.57,20.0,3.9,0
Horno,19,2200.0,2200,2200.0,44.0,0.0,0
